request	"	1
require	3
require,	1
required	4
required,	2
required.	3
required....	1
requirements	3
requirements,	2
requirements.	1
requisitions	1
rescript,	1
research	1
research.	1
researches	1
resemblance	1
reservations."	
sleepy,	6	
sleepy	6	
skin	6	
"sir,"""	6	
sinking	6	
sigh	6	
shuddered	6	
shouted	6	
shore,	6	
shore	6	
shining	6	
sharper	6	
set.	6	
servants	6	
serious	6	
searching	6	
sealed	6	
sea.	6	
scene	6	
saved	6	
S.	6	
rubbed	6	
rose,	6	
rooms,	6	
rolling	6	
rolled	6	
rocks	6	
rock	6	
respect	6	
replied	6	
rejoice	6	
regular	6	
refund	6	
recognised	6	
receive	6	
recall	6	
rats	6	
rate,	6	
rang	6	
quickly,	6	
questions.	6	
promised	6	
proceed	6	
precious	6	
power.	6	
possession	6	
point,	6	
plans	6	
pier	6	
peoples	6	
peculiar	6	
peace,	6	3
pause,	6	
Pass	6	
pardon	6	
papers,	6	
pain.	6	
ordered	6	
OR	6	
operation.	6	
Only	6	
oh!	6	
officers	6	
o'clock.	6	
Now,	6	2
north	6	
noise	6	
nodded,	6	
No?	6	
"No,	7
""No,"	6	
nine	6	
night's	6	
nerves	6	
needed	6	
nature.	6	
move.	6	
mortal	6	
moods	6	
minute,	6	
Mile	6	
method	6	
merely	6	
mental	6	
medium	6	
meantime	6	
mean?	6	
"me?"""	6	
me?	6	
marks	6	
manifest	6	
managed	6	
love.	6	
lost.	6	
loose	6	
lived	6	
light.	6	
lift	6	
legal	6	
left,	6	
least,	6	
lawn	6	
laugh,	6	
later.	6	
last.	6	
lapping	6	
keys	6	
July	6	
joined	6	
it!	6	
interesting	6	
intense	6	
intended	6	
intellectual	6	
implored	6	
immediate	6	
imagine	6	
ill,	6	
ideas	6	2
I'd	6	
I.	6	
husband.	6	
horrors	6	
horribly	6	
hope.	6	
homicidal	6	
hills	6	
hide	6	
Here,	6	
helpless	6	
helping	6	
hear.	6	
"HARKER."""	6	
harbour,	6	
happiness	6	
happened.	6	
hall,	6	
hadn't	6	
gypsies	6	
group	6	
grief.	6	
goods	6	
Good-bye,	6	
Godalming.	6	
gives	6	
gentle	6	
gate	6	
Galatz.	6	
fury,	6	
funny	6	
funeral	6	
formed	6	
forgot	6	
forces	6	
fog,	6	
flung	6	
floor	6	
fled	6	
First	6	
fine,	6	1
feet.	6	
feels	6	
feelings	6	
favourite	6	
father,	6	
fast,	6	
faithful	6	
fairly	6	
facts,	6	
faces	6	
eye.	6	
expression	6	
explained	6	
experienced	6	
existence	6	
Exeter	6	
examination	6	
etc.,	6	
enough.	6	
End	6	
eight	6	
effect,	6	
eaten	6	
earth.	6	
early,	6	1
earlier	6	
Each	6	
dusty	6	
dressed	6	
dreaded	6	
doubt.	6	
doors	6	
doom	6	
Don't	6	
do?	6	
distributing	6	
distribute	6	
discovered	6	
disappeared	6	
difference	6	
die,	6	
diary.	6	
DIARY	6	
diaries	6	
diabolical	6	
details.	6	
destroyed	6	
desperate	6	
despair	6	
described	6	
delay	6	
deep,	6	1
decide	6	
dead.	6	
daughter	6	
dashed	6	
darkness.	6	
dark.	6	
dangerous	6	
curious	6	
cup	6	
Cross	6	
creature	6	
copied	6	
contained	6	
condition	6	
comply	6	
command	6	1
Come,	6	
cold.	6	1
coffin.	6	
clouds,	6	
closer	6	
cliff	6	
clean	6	
claim	6	
circumstances	6	
church	6	
chosen	6	
chance,	6	
centuries,	6	
cause,	6	
cases	6	
carrying	6	
came,	6	
calm,	6	
bundle	6	
brings	6	
breast.	6	
breast	6	
brains	6	
bow,	6	
books,	6	
bones	6	
bolt	6	
bodies	6	
Black	6	
beloved	6	
Believe	6	
been.	6	
awakened	6	
August._	6	
attempt	6	
asked,	6	
Art,	6	
arms.	6	
anywhere.	6	
another.	6	
Already	6	
Alas!	6	
ahead	6	
agreement,	6	
again!	6	
added:--	6	
accurate	6	
aboard	6	
***	6	
(_Mem._,	6	
'im	6	
'ere	6	
'e	6	
_25	6	
_17	6	
youth	5	
yours,	5	
"you!"""	5	
wrung	5	
write,	5	
wrist	5	
wreath	5	
worried	5	
works.	5	
works,	5	
words.	5	
word.	5	
wondered	5	
woman's	5	
woman.	5	
wings.	5	
wings	5	
wind.	5	
wind,	5	
wife,	5	
whither	5	
whiter	5	
whirl	5	
while.	5	
whereon	5	
whence	5	
Westminster	5	
West	5	
Were	5	
went,	5	
welcome	5	
weeks	5	
weapons	5	
wealth	5	
weak,	5	
we,	5	
waved	5	
wave	5	
waters	5	
want.	5	
wall.	5	
wakened	5	
volunteers	5	
voice:--	5	
visited	5	
vast	5	
"us."""	5	
unusual	5	
Until	5	
uneasy	5	
Under	5	
typewriter,	5	
twelve	5	
turns	5	
trickled	5	
Transylvania	5	
train,	5	
traces	5	
tomb,	5	
times.	5	
tie	5	
tide.	5	
Thus,	5	
this:	5	
THIS	5	
Thing	5	
Therefore	5	
themselves.	5	
terror.	5	
tear	5	
suspicion	5	
surmise	5	
supper,	5	
superstition	5	
suffering	5	
suffered,	5	
suffered	5	
suffer	5	
subtle	5	
study,	5	
studied	5	
student	5	
strolled	5	
Stoker	5	
stepping	5	
station,	5	
States	5	
state,	5	
started,	5	
stairs	5	
spoken,	5	
spirits.	5	
spells	5	
sounds	5	
soundly	5	
soon.	5	
Sons,	5	
Something	5	
solicitor	5	
"so."""	5	
snowy	5	
snow,	5	
smoke	5	
slid	5	
slept,	5	
sleeps	5	
sleep-walking	5	
simple,	5	
shutters	5	
shudder.	5	
shortly	5	
shorthand	5	
shock,	5	
shame	5	
shadow,	5	
settled	5	
settle	5	
series	5	
sending	5	
seemed,	5	
secure	5	
secret,	5	
scream	5	
schooner	5	
scattered	5	
scale	5	
saw.	5	
saw,	5	
same,	5	
Sam	5	
rusty	5	
rude	5	1
roll	5	
rock,	5	
river,	5	
resumed	5	
restored	5	1
rested	5	
resolute	5	
repeated	5	
remove	5	
remember,	5	
remains	5	
remaining	5	
recent	5	
receipt	5	
reaction	5	
rage	5	
Quincey.	5	
Quincey,	5	
quietly,	5	
quick.	5	
push	5	
pulling	5	
proud	5	
properly	5	
proper	5	
prolonged	5	
private	5	
press	5	
posted	5	
position	5	
poison	5	
pocket	5	
pleasant	5	
placing	5	
Piccadilly.	5	
permitted	5	
peace.	5	
paused,	5	
past,	5	
passion.	5	
passage,	5	
paper,	5	
pair	5	
pack	5	
overhead	5	
outside,	5	
out:	5	
original	5	
ones	5	
oh	5	
official	5	
occur	5	
notice.	5	
notes	5	
nose,	5	
North	5	
None	5	
No!	5	
"night."""	5	
neighbourhood	5	
need,	5	
nearer	5	
nature's	5	
Nature	5	
must,	5	
murder	5	
mouth,	5	
moon	5	
mistake	5	
mist,	5	
miserable	5	
minds	5	
Mina!	5	
MINA	5	
midnight	5	
men's	5	
meet.	5	
"mean?"""	5	
me:	5	
maybe	5	
May._--I	5	
may,	5	
material	5	
master,	5	
marry	5	
maps	5	
many,	5	
manner.	5	
maid	5	
madness	5	
made,	5	
mad,	5	
low,	5	
lover,	5	
Lord,	5	
looked,	5	
lock,	5	
list	5	
like,	5	
lifting	5	
lethargy	5	
lesson	5	
laugh.	5	
land,	5	
lamp,	5	
lairs	5	
knew,	5	
King's	5	
King	5	
key,	5	
journey.	5	
"John?"""	5	2
itself,	5	
Its	5	
interested	5	
interest.	5	
intent	5	
instruments	5	
insisted	5	
influence	5	
implore	5	
immense	5	
immediately	5	
hurled	5	
hung	5	
hours.	5	
hour.	5	
hotel	5	
horses.	5	
horror.	5	
hopes	5	
hole	5	
hitherto	5	
hinder	5	
"him."""	5	
him?	5	
him:	5	
Hillingham	5	
hidden	5	
help.	5	
heat	5	
hearty	5	
hear,	5	
have,	5	
Have	5	
hat	5	
hard.	5	
hard,	5	
happiness.	5	
happened,	5	
Hampstead	5	
hair.	5	
ground.	5	
groaned	5	
great,	5	
graves	5	
grass	5	
goodness	5	
good-bye,	5	
golden	5	1
gleam	5	
glasses	5	
gladness	5	
glad,	5	
girls	5	
gesture	5	
gently,	5	
gather	5	
garlic,	5	
game	5	
gain	5	
fright,	5	
friends.	5	1
friend.	5	
freely.	5	
fought	5	
fortune	5	
Forgive	5	
food	5	
followed,	5	
flowers,	5	
floating	5	
flash	5	
fit	5	
firm	5	
fill	5	
file	5	
figure,	5	
fellow!	5	
fears,	5	
fast	5	
fashion,	5	
falls	5	
explain	5	
experiences	5	
expected,	5	
exhausted	5	
excitement.	5	
examining	5	
examine	5	
everything.	5	
estate	5	
escape.	5	
entrance	5	
eBook	5	
eat,	5	
earthly	5	
earth-box	5	
ears,	5	
eager	5	
dust.	5	
drop	5	
drifting	5	1
dress	5	
dream.	5	
dream,	5	
drawing-room,	5	
drawing	5	
dragged	5	
DRACULA	5	
doing.	5	
does.	5	
doctors	5	
"do."""	5	
"do?"""	5	
dishonour	5	
dipped	5	1
dining-room,	5	
died,	5	
did.	5	
Did	5	
diary,	5	
devotion	5	1
despairing	5	
description	5	
denied	5	
delivered	5	
deeper	5	
Death	5	
dates	5	
Danube	5	
cylinders	5	
cunning	5	
crucifix,	5	
crowd	5	
cried,	5	
crash	5	
courtyard	5	
courtly	5	
courteous	5	
corners	5	
cool	5	
content	5	
contain	5	
consider	5	
consent	5	
condition,	5	
companions	5	
common.	5	
comfortable	5	
clutched	5	
closed,	5	
Cliff,	5	
Cliff	5	
circle	5	
choose	5	
cheeks,	5	
chains	5	1
ceased	5	
cat	5	
case.	5	
carefully,	5	
calmly	5	
calling	5	
buzzing	5	
busy	5	
bushy	5	
burned	5	
broken.	5	
brilliant	5	
breakfast,	5	
brandy	5	
branch	5	
Bram	5	1
brain,	5	
boy	5	
bow	5	
boats	5	
blazed	5	
blank	5	
Bistritz,	5	
Billington	5	
Between	5	
betray	5	
Bersicker	5	
bending	5	
battle	5	
bats	5	
bank	5	
bag.	5	
awoke	5	
awful,	5	
awake.	5	
available	5	
attract	5	
attacked	5	
attack	5	
asylum,	5	
astonishment,	5	
asks	5	
aside	5	
armed	5	
argue	5	
Are	5	
anyone	5	
anyhow.	5	
answer,	5	
animal	5	
am,	5	
also,	5	
already.	5	
alive,	5	
ago.	5	
after,	5	
afford	5	
affected	5	
adventure	5	
additional	5	
action.	5	
account,	5	
accordance	5	
accident	5	
about.	5	2
About	5	
a.	5	
_28	5	
_24	5	
_19	5	
_18	5	
_11	5	
yourself,	4	
you've	4	
you!	4	
yield	4	
yes,	4	1
write.	4	
wound,	4	
wolf,	4	
with.	4	
winding	4	
whisper:--	4	
whirling	4	
Where	4	
Whatever	4	
what.	4	
what,	4	
Westenra._	4	
Westenra,	4	8
weird	4	
weakness	4	
ways,	4	
waxen	4	
warn	4	1
warlike	4	
waiting.	4	
"wait."""	4	
Wafer	4	
Vice-Consul,	4	
vessel	4	
Veresti	4	
us?	4	
us!	4	
up:--	4	
undertaker	4	
unable	4	
Un-Dead.	4	
typewritten	4	1
two.	4	
Turk	4	
trust.	4	
true.	4	
troubled	4	
tries	4	
trick	4	
trembling	4	
trembled	4	
tremble	4	
treatment	4	1
travelling	4	
travel	4	
Transylvania,	4	
trance,	4	
tramping	4	
train.	4	
town,	4	
torture	4	
tore	4	
tired,	4	
tingling	4	
Time	4	
tide	4	
thunder,	4	
through,	4	
this?	4	
thirst	4	
third	4	
thinking,	4	
thicker	4	
themselves,	4	
them!	4	
Their	4	
thanks	4	
test	4	
telegraph	4	
tears,	4	
Taking	4	
system	4	
swung	4	
swore	4	
swift	4	
sweetly:--	4	
surrounded	4	
surprise.	4	
Surely	4	4
support	4	
summoned	4	
summon	4	
suit	4	
suddenly,	4	
suck	4	
stronger	4	
stroke	4	
strict	4	
Street	4	
streak	4	
stranger	4	
Strange	4	
strait-waistcoat	4	
storm.	4	
stopped.	4	
stertorous	4	
steps,	4	
step,	4	
steeply	4	
stay,	4	1
status	4	
States.	4	
states	4	
statement	4	
startling	4	
start,	4	
stamp	4	
stage	4	1
spring	4	
spot	4	
spoke.	4	
spirit,	4	
spider	4	
spent	4	
speed.	4	
speech	4	
space	4	
south.	4	
souls.	4	
"souls!"""	4	
sore	4	
solicitor,	4	
softly,	4	
softened	4	
soft,	4	
sobs	4	9
sob	4	
snow.	4	
smile.	4	
smells	4	
slowly	4	
Slovak	4	
slack	4	
sky.	4	
sits	4	
site	4	
Sister	4	
silk	4	
shows	4	
shoulders	4	
shoulder.	4	
shone	4	
shocked	4	
ships	4	
shine	4	
shelter	4	
sheet	4	
sheer	4	4
share	4	
shape	4	
shaking	4	
sexton	4	
setting	4	
served	4	
seize	4	
sees	4	
"see,"""	4	
See	4	
secrets	4	
seas	4	
searchlight	4	
seal	4	
Sea	4	
scrap	4	
scheme	4	2
says.	4	
saying:	4	
saying,	4	
satisfy	4	
sailed	4	2
safe.	4	
safe,	4	
sadly	4	
sad,	4	
Sacred	4	
Russian	4	
ruined	4	
rub	4	
round.	4	
roughly	4	
roadway	4	
risk	4	1
ride	4	
result.	4	
result	4	
restless	4	
response,	4	
report.	4	
Renfield.	4	
Renfield,	4	
reminded	4	
remained,	4	
relieved	4	1
relating	4	
relapse	4	
refresh	4	
reason,	4	
read,	4	
rate.	4	
race	4	
R.	4	
quivering	4	
quieted	4	
question,	4	
quaint	4	
puzzle	4	
pure	4	
puff	4	
providing	4	
PROJECT	4	
pride,	4	
preying	4	
pretending	4	
presage	4	
preparations	4	
power,	4	
poured	4	
possible.	4	
possibility	4	
port.	4	
pool	4	
policeman	4	1
points	4	
plenty	4	
playing	4	
played	4	
pillow	4	
pillar	4	
Pier,	4	
Pier	4	
Piccadilly,	4	1
phonograph.	4	
pets	4	
periods	4	
perfect	4	
peasants	4	
peasant	4	
pauses	4	
pause.	4	
passion	4	
partially	4	
parted,	4	
parted	4	1
Park	4	
pardon,	4	1
palms	4	
padded	4	
overwhelmed	4	
overcome	4	1
Outside	4	
ourselves.	4	
ours	4	
opportunity,	4	
opportunities	4	
opinion	4	
opiate	4	
online	4	
on!	4	
old.	4	
Oh!	4	
offered	4	
occurred.	4	
obtain	4	
object	4	
obey	4	
nurse	4	
"now,"""	4	
Nor	4	
noble,	4	
news.	4	
Never	4	
needs	4	
needn't	4	
necessary.	4	
nearest	4	1
near,	4	
names	4	
named	4	
name,	4	
nails	4	
mystery.	4	
muffled	4	
movements	4	
movement,	4	
mouth.	4	
motive	4	
most.	4	
monster,	4	
money,	4	
mixed	4	
Mitchell,	4	
mist.	4	
mission	4	
"Mina,"""	4	
Mina,--	4	
might,	4	1
Messrs.	4	
mention	4	
melted	4	
meeting,	4	
meant,	4	
may.	4	
matter,	4	
massive	4	
masel'	4	
Mary's	4	
map	4	
manhood	4	
madmen	4	
Lucy,--	4	
lover	4	
louder	4	
losing	4	
Look!	4	
longing	4	
loneliness	4	
located	4	
listened	4	
links	4	
limitations	4	
library,	4	1
letters.	4	
letters,	4	
lethargic	4	
lethal	4	
learned,	4	
leaped	4	
leap	4	
leaning	4	
Laugh	4	
lashed	4	
lantern	4	1
language	4	
landed	4	
lamps,	4	
lain	4	
lady's	4	
ladies	4	
laden	4	
labours	4	
knocking	4	
knelt	4	
kitchen	4	
killed	4	
kem	4	1
keenly	4	
jumping	4	
journey,	4	
Joseph	4	
joke	4	
jagged	4	
Jack	4	
isn't	4	
intently	4	
intensified	4	
instructions	4	2
instantly	4	
inside	4	
inquiry	4	
informed	4	
Information	4	
increasing	4	
inclined	4	
impulse	4	
importance	4	
illness	4	1
ill	4	
ignorant	4	
idea.	4	
hurrying	4	
hurry.	4	
hurry	4	
hurriedly	4	1
Hungarian	4	
hundreds	4	
humble	4	1
how,	4	
Hotel,	4	
horrified	4	
horizon.	4	
Hood's	4	
Hon.	4	
Holy	4	
Holmwood._	4	
Holmwood.	4	
"him!"""	4	
highest	4	
high,	4	
hesitate	4	
herself.	4	
hers,	4	
Herr	4	
hereafter	4	
"HELSING."""	4	
heavy,	4	
heavily.	4	
heaven	4	
hears	4	
hearing	4	
heard.	4	
heap	4	
He,	4	
hazard	4	
harrowing	4	
harmless	4	
harm.	4	
harbour.	4	
handkerchief	4	
hall.	4	
half-past	4	2
hairs	4	
guv'nor,	4	
"Gutenberg"""	4	
guide	4	
guarded	4	
grounds	4	
greatest	4	
gravely:--	4	
grasp	4	
gradually	4	
Good!	4	
good-sized	4	
"God's	1
""Good	5
""Good!"	4	
go!	4	
Go	4	
gloom,	4	
glass.	4	
glass,	4	
glance	4	
gladly	4	
giving	4	
gentleman.	4	
gathering	4	1
gas	4	
Galatz,	4	
gained	4	
gaiety	4	
fury	4	
frowning	4	
frontier	4	
"friend,"""	4	
fourth	4	
Foundation,	4	
Fortunately	4	
format	4	
form,	4	
for.	4	
For,	4	
footsteps	4	
food,	4	
folded	4	
flying	4	
flushed	4	1
flowers.	4	
flourish	4	
fingers.	4	
finding	4	
Finally	4	
fifty	4	
fever	4	
father's	4	
fashion.	4	
far-away	4	
fall,	4	
faint,	4	
faculties	4	
F.	4	
eye,	4	
expressed	4	
explanation	4	
experience.	4	
excite	4	
Everything	4	
events,	4	
events	4	
evening,	4	
escaped	4	1
entire	4	
entered.	4	
enter.	4	
enjoy	4	
England,	4	
energy,	4	
ends	4	
effort.	4	
effort,	4	
effect.	4	
easy,	4	
Early	4	
ear	4	
duty,	4	
During	4	
dropped	4	
driver,	4	
drifted	4	
dread.	4	
draught	4	
Dracula's	4	
Dracula.	4	
doubts	4	
doubt,	4	
dogs,	4	
doctor,	4	
disturbed	4	
distributed	4	
distressed	4	
distinctly	4	
disposal	4	1
discover	4	
direction,	4	1
direction	4	
direct	4	
dinner.	4	
difficulty,	4	
did,	4	
devils	4	
details	4	
desolate	4	
deserve	4	
descended	4	1
delicate	4	
Deil	4	
definite	4	
defeat	4	
deeds	4	
dazed	4	
"dark."""	4	
daresay	4	
Dardanelles	4	
D.	4	
customs	4	
cunning,	4	2
crushed	4	
cried.	4	
crew	4	
crept	4	
courtyard.	4	
courtesy	4	
courage,	4	
country.	4	
country,	4	
count	4	
corridor	4	
corn	4	
copy,	4	
convinced	4	
contented	4	
connection	4	
connected	4	
confidence.	4	
condition.	4	
composed	4	
compliance	4	
comin'	4	
comes,	4	
"Come,	6
""Come,"	4	
coat	4	
clue.	4	
close.	4	
cleared	4	
clasped	4	
churchyard.	4	
chin	4	
chilled	4	
chill,	4	
chill	4	
children,	4	
cheerfulness	4	
check	4	
charming	4	
chair,	4	
century	4	
centre	4	
caution	4	
causes	4	
Catherine_.	4	
catching	4	
castle.	4	
cart,	4	1
Carpathians.	4	
care.	4	
care,	4	
canine	4	
can.	4	
buy	4	
burden	4	
bunch	4	
built	4	
building	4	
buffeting	4	
brute	4	
brown	4	
breath,	4	
brain.	4	1
"Bother	1
""Brave	2
""Bring	1
""But	21
""But,	6
""But,"	4	
both.	4	
book.	4	
body.	4	
board.	4	
blowing	4	
bloom	4	
bloody	4	
blind,	4	
black,	4	
Bistritza	4	
big,	4	
better,	4	
besides,	4	
Berkeley	4	1
begun.	4	
began:--	4	
bedroom	4	
beckoned	4	
beaten	4	
bearing	4	
"be."""	4	
bare	4	
bade	4	
awhile,	4	
await	4	
August._--Another	4	
attitude	4	
attack.	4	
attack,	4	
asylum	4	
asked:--	4	
ascended	4	
arsk	4	
arrangements	4	
armed,	4	
are.	4	
arched	4	
approach	4	
apparent	4	
appalled	4	
anyhow	4	
any,	4	
anxious.	4	
answer.	4	
angle	4	
ancient	4	
Amsterdam.	4	
American	4	
amazement	4	
amazed	4	
always,	4	
altogether.	4	
"all."""	4	
all?	4	
all!	4	
agent,	4	
afternoon,	4	
affair	4	
afar	4	
advance	4	
addressed	4	
act.	4	
achieve	4	
abbey.	4	
_Same	4	
_Lucy	4	
_know_	4	
_8	4	
_26	4	
25	4	
zoöphagous	3	
Zoölogical	3	
yours.	3	
yours	3	
younger	3	
young,	3	
"you?"""	3	
you:	3	
Yorkshire	3	
yielded	3	
yes!	3	
years.	3	
yearning	3	
year	3	
yard,	3	
writing.	3	
writing,	3	3
writers	3	
wrinkled	3	
wretch	3	
wreaths	3	
wrapped	3	
wounded	3	
worthy	3	
worse.	3	
worry	3	
worked.	3	
work!	3	1
wood.	3	
wonder,	3	
Won't	3	
woke,	3	
woe	3	
wits	3	1
wishing	3	
wiped	3	
wipe	3	
winter	3	
Winchester	3	
"will,"""	3	
"Will	2
""Winchesters	1
""With	2
""Wonderful	1
""Would	4
""Yabblins!	1
""Ye	1
""Ye'll	1
""Yes	1
""Yes!	1
""Yes,	6
""Yes,"	3	
wife's	3	
wife.	3	
wickedness	3	
wicked	3	
"why?"""	3	
whom,	3	
Who	3	
whispered,	3	4
whisper,	3	
whisper	3	
whips	3	
whereupon	3	
wherein	3	
where.	3	
When,	3	
"When	13
""Where	3
""Who	1
""Why	6
""Why,	5
""Why?"	3	
wheel,	3	
wet	3	
Westenra.	3	
west	3	
were.	3	
"well."""	3	
Well?	3	
"well!"""	3	
well-behaved	3	
weeks.	3	
week,	3	2
wedding	3	
Web	3	
web	3	
weapon	3	
weakness,	3	
weaker,	3	
weaker	3	
weakened	3	1
weak.	3	
"way."""	3	
wax	3	1
watching,	3	
waste	3	
washed	3	
was:--	3	
warmth	3	
war	3	
Walworth	3	
waking.	3	
wail,	3	
wail	3	
Wafer,	3	
visits	3	
visit,	3	
visible	3	
view,	3	
vein	3	
Varna.	3	
VAN	3	
valley,	3	
vain.	3	
use.	3	
"us!"""	3	
us:--	3	
unselfish	3	
Unless	3	
unexpected	3	
uneasy,	3	
understanding.	3	
unconsciously	3	
uncanny	3	
ultimately	3	
U.S.	3	
typewriter	3	
Two	3	
twisted	3	
tussock	3	
turn.	3	
Turkish	3	
Turkey	3	1
tucked	3	
truest	3	
True,	3	
trouble?	3	
tried,	3	
tremble.	3	
tree	3	
travel,	3	
trap.	3	
Transylvania.	3	
traditions	3	
trademark.	3	
trademark,	3	
trademark	3	
town.	3	
took,	3	
too!	3	1
tongues,	3	
tongues	3	
tombstones	3	
to-night's	3	
to-morrow,	3	
"to-day."""	3	
to-day,	3	
TO	3	
title	3	
tired.	3	
"time."""	3	
Till	3	
tightened	3	
tiger	3	
tide,	3	
through.	3	
thrill	3	
threats	3	
thread	3	
Though	3	
thoroughly	3	
thirsty.	3	
"think."""	3	
thin,	3	
therefore,	3	
"there?"""	3	
them?	3	
thankful	3	
thanked,	3	
terrors	3	
tenderly	3	
tell.	3	
teeming	3	
tears.	3	12
teaching	3	
tea,	3	
tally	3	
talk.	3	
tail	3	
Szgany,	3	
Szekelys	3	1
symbols	3	
swirling	3	
swiftly	3	
swell	3	
sweet.	3	
Swales	3	
suspicious	3	
suspicion.	3	
survived	3	3
survive	3	
surprised,	3	
sure.	3	
Sure	3	
supper.	3	
sunshine,	3	
sunrise.	3	
sunk	3	1
summit	3	
summer	3	
suitable	3	
suggested	3	
sugar	3	
Suddenly,	3	
successful,	3	
succeeded	3	
style	3	
stupid	3	
studded	3	
struggling	3	1
struggled	3	
struck,	3	
strongly	3	
stronger,	3	
strong.	3	
striving	3	
strive	3	
stricken	3	
stretched	3	
stretch	3	
streets	3	1
Street,	3	
streamed	3	
stream.	3	
stranger,	3	
strangely	3	
stop,	3	
stones,	3	
stone.	3	
stolen	3	
stock	3	
stir	3	
sting	3	
stillness	3	
sternly,	3	
sternly	3	3
stern.	3	
stern,	3	
steel	3	
steady	3	
Ste.	3	
stayed	3	
station.	3	
station-master	3	
stating	3	
state.	3	
staring	3	
stake,	3	
stair	3	
square	3	1
spot,	3	
spirits,	3	
spend	3	
spelling	3	
speck	3	
specimen	3	
speaking.	3	
South.	3	
soundly,	3	
sounded	3	
sorrows	3	
sorrowing	3	
song	3	
Son,	3	
son	3	4
somewhere,	3	
somewhat,	3	
Sometimes	3	
somethin'	3	
Somehow,	3	
Somehow	3	
solid	3	
solemnly,	3	
sold,	3	
softness	3	
softly.	3	
softly:--	3	
sobbing	3	
so!	3	
So,	3	
smooth,	3	
Smollet,	3	
smeared	3	
small.	3	
Slovaks,	3	
slight	3	
sleeps,	3	
sleeping.	3	
"sleep."""	3	
sky,	3	
size,	3	
size	3	
sisters	3	
sir.	3	
Since	3	
simultaneously	3	
silently	3	
signalled	3	
signal	3	
sigh,	3	
shrink	3	
shovel	3	
shout	3	
shoulders,	3	
Should	3	
Shortly	3	
shorthand,	3	
short.	3	
short,	3	
shivering	3	
ship's	3	
sherry	3	
sheep	3	
she,	3	
shawl	3	
shaving	3	
sharp,	3	
shared	3	
shapes,	3	
shall.	3	
Shall	3	
shadowy	3	
Seward._	3	
serve	3	
servants,	3	
servant	3	
Sereth	3	
September._--It	3	
sensitive	3	
sends	3	
sell	3	
selfishness,	3	
seen,	3	
Seeing	3	
See!	3	
secured	3	
seconds,	3	
Sea,	3	
sceptical	3	
scatter	3	
says,	3	
"say?"""	3	
say:--	3	
savage	3	
sandy	3	
sand	3	
"same."""	3	
"sake?"""	3	
"sake,"""	3	
sailor	3	
safer	3	
rules	3	
routine	3	
rosy	3	
rooms.	3	
rocky	3	
Robin	3	
roaring	3	
roar	3	
river.	3	1
rises	3	
rightly	3	
reward	3	
reverently	3	
return,	3	
result,	3	
"rest."""	3	
responsibility	3	
resolute,	3	
request,	3	
request	3	
replied,	3	1
replacement	3	
replaced	3	
replace	3	1
renewed	3	
removed.	3	
remarked	3	
remarkable	3	1
religious	3	
relieve	3	
regret	3	
refused	3	
refuge	3	
reflection	3	
redder	3	
red,	3	
recovered	3	
recover	3	
records	3	1
record.	3	
recognise	3	
reading,	3	
reaching	3	
ray	3	
ravings	3	
ranged	3	
range	3	
rain	3	
railway	3	
quivered	3	
quiver	3	
quiet.	3	
quickest	3	
questions,	3	
question.	3	
quarter	3	
qualities	3	
purity	3	
Purfleet,	3	
proximity	3	
provided	3	
propose	3	
proof,	3	
"Professor,"""	3	4
professor	3	
process	3	
problem	3	1
prisoner,	3	
prison,	3	
pretend	3	
pressing	3	
preserve	3	
presence.	3	
presence,	3	
"prepared."""	3	
preceded	3	
powerless	3	
powerful	3	
post,	3	
position.	3	1
portion	3	
pole	3	
point.	3	
pleasure.	3	
pleased	3	
Please	3	
places.	3	
place!	3	
pine	3	
pillow,	3	
piers,	3	2
pick	3	
philosophy,	3	
phase	3	
petted	3	
perpetually	3	
performing,	3	
perform	3	
perfectly	3	
peculiarly	3	
payments	3	
paying	3	
paused.	3	
patient's	3	
patience	3	
pathway	3	
past.	3	
passes	3	
passengers	3	
pass.	3	
Pass,	3	
party,	3	
parts	3	
parting	3	
particularly	3	
paroxysm	3	
parcel	3	
paragraphs	3	1
panic	3	
pallor.	3	
pall	3	
paler	3	
paint	3	
pages	3	
page	3	
owners	3	
overhead,	3	
over!	3	
outside.	3	
outer	3	
ourselves,	3	
otherwise	3	
others?	3	
orderly	3	
order,	3	
operation	3	
opens	3	
"on?"""	3	
"on,"""	3	
Old	3	
officials	3	
office.	3	
occupied	3	6
occasions	3	
occasional	3	
occasion.	3	
occasion,	3	
obscured	3	
oak	3	
now?	3	
noticing	3	
notice-board	3	
Nothing	3	
nothin'	3	
notes,	3	
noted	3	
note-book	3	
not?	3	
normal	3	
no.	3	
nineteenth	3	1
nightmare	3	
nightdress	3	
next.	3	
newspapers,	3	
nerve.	3	
nerve	3	
negative	3	
needless	3	
needful	3	
needed,	3	
nay	3	
nauseous	3	
narcotic	3	
myriad	3	
Murray	3	
multitude	3	
movement.	3	
move,	3	
moustache,	3	
moustache	3	
mountains,	3	
Morris's	3	
"morning."""	3	
Moreover,	3	
moon,	3	
mood,	3	
months	3	
mixture	3	
mistaking	3	
mistaken	3	
missing.	3	
missing	3	
missed	3	
miss.	3	
mislead	3	
misery.	3	
miserable,	3	
minutes'	3	
mine.	3	1
milk	3	
metal.	3	
merge	3	
melt	3	
medium,	3	
medical	3	
mean,	3	
"may."""	3	
May._	3	
May.	3	
match,	3	
